"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","engage_status","close_status","quarter","sector","year_established","revenue","employees","office_location","subsidiary_of","series","sales_price","manager","regional_office"
"FGSBCJSC","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"KO7JWXCT","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"8JL58ECD","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"6R94B0SG","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"XGMTNND1","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"PES548QV","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"5MNF16D8","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"DX1M0XF0","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"3K70RL7Q","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"7YOJ4KU7","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"8IPMP8NT","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"910NLQ80","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"P6Z4X54S","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"HZVVOITE","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"T12MT0HL","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"N6BT2U29","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"VMXGBINH","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"DIGG7U6M","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"4YJKB8EC","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"LFD1ZGJ8","Darcel Schlecht","GTX Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"JVXGG70X","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"UH9TR8Y1","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"28EJ0L9T","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"74LCNGIK","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"6RQUXORL","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"ODSFN0YA","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"PCXGIH9X","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"KIKV29M0","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"A4TA5P1B","Darcel Schlecht","GTX Plus Pro","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"OAECXU4A","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"V2V69I86","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"FY0SHNZY","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"TJ64MOUR","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"EG3X1ACF","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"64OXRCSR","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"HD6YD6P9","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"RH0FJYPZ","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"OQX98BBL","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"XTXMQMRC","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"IEMOIN3K","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"MTGV7WOM","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"JCRT0QHO","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"P95E1DOX","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"0TQP0E65","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"FEL7FQQG","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"1LWG4COF","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"I2LEEFAM","Darcel Schlecht","GTX Plus Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"9L0WKMJ2","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"RMJG8OS2","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"03P9VXWG","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"R1HFBU5H","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"5ZATE1WV","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"CPEYUW7V","Darcel Schlecht","GTX Basic","Missing_Account","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"AILB4LIX","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-14",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"FJE58EP1","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-14",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"QMFN71BT","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-08-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"Z4OOTJAJ","Darcel Schlecht","GTX Plus Pro","Missing_Account","Engaging","2017-08-10",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"9B20R6A5","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-09",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"FH3UXT3T","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-08",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"A8NDGVJE","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-06",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"5NGPM4C3","Darcel Schlecht","GTX Plus Pro","Missing_Account","Engaging","2017-08-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"RCJRB8W8","Darcel Schlecht","GTX Plus Pro","Missing_Account","Engaging","2017-08-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Melvin Marxen","Central"
"69U39SXU","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"UM1OU73X","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"VAL8O4PH","Darcel Schlecht","MG Special","Missing_Account","Engaging","2017-08-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Melvin Marxen","Central"
"BSKNQJOJ","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"HISWL7B0","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-08-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"YWGU40CP","Darcel Schlecht","MG Special","Missing_Account","Engaging","2017-07-31",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Melvin Marxen","Central"
"OEP0IJ6S","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-31",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"FSEV7ZJC","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-31",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"DVT7NPEH","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"R6OZIG5J","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"EY7OI10Z","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"CUZDYOOO","Darcel Schlecht","GTX Basic","Missing_Account","Engaging","2017-07-30",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"2I7IFY8D","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"PNTHPFHY","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"UWI771ZX","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"3PPHOXTT","Darcel Schlecht","MG Special","Missing_Account","Engaging","2017-07-28",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Melvin Marxen","Central"
"Q62JFLLD","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-28",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"JQ5AOYQ8","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"R7H0M07R","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"UO8DLVVQ","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"E8MIFXOH","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"45H84LNT","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"M6JT5RL8","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"SSK95WLX","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"8TD2LLOF","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"VMBM5EKL","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"TJ7PNIXL","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"XFCKQ7RI","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"CUSWE9PB","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"2GFL3TAF","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"TFSKOBH7","Darcel Schlecht","GTX Basic","Missing_Account","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"APIB681L","Darcel Schlecht","GTX Basic","Missing_Account","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"VV6T07G4","Darcel Schlecht","MG Advanced","Missing_Account","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Melvin Marxen","Central"
"WSQHC199","Darcel Schlecht","MG Special","Missing_Account","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Melvin Marxen","Central"
"NCCB118E","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"WGFTBY3W","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"Q1HNDPKW","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"ODFL6HOF","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"EJJCUJ3P","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
"ZRCQXB38","Darcel Schlecht","GTX Basic","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Melvin Marxen","Central"
"UAX2OR58","Darcel Schlecht","MG Special","Missing_Account","Engaging","2017-07-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Melvin Marxen","Central"
"FY5MBCWQ","Darcel Schlecht","GTX Pro","Missing_Account","Engaging","2017-07-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Melvin Marxen","Central"
"P66UXGPS","Darcel Schlecht","GTX Plus Basic","Missing_Account","Engaging","2017-07-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Melvin Marxen","Central"
